Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,453.022040727552,505.263716987032,637.652208819478,802.535625496596,792.583550409334,693.408045666733,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,46569.6795060716,53093.6701495192,54451.210333388,55617.6125035777,56007.288209027,52888.7446717529,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,16554.8787976196,18138.7234166753,17207.2784936729,18108.5217487811,18501.4296155336,15962.5722388828,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,23438.8471646302,24983.6937254464,22477.6038085909,23144.1167154096,24001.880133688,20713.0747463331,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,1276.34851310464,1648.85412726975,1866.70724550977,1890.00090280273,2024.20286123362,1982.26968977846,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,..,..,..,521.223039343867,542.615883955694,551.862668608739,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,7392.86875227427,8081.41717532479,7590.0284383506,6881.79474218603,6472.10102734624,5691.68676962801,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,1563.90419536662,1696.14566722172,944.282811578363,1157.48695804411,1115.09351496025,730.580100916022,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,30737.8322708385,31832.2380807085,28647.8352426892,29370.6638674201,29718.5002155441,25831.5823052954,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,2819.65130924227,3221.15151931614,3350.68542319869,3610.19517423536,3852.88076041162,3926.17439589454,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,13226.952311419,13737.3227221712,13642.4955990473,14498.6348385917,15739.0467600682,16589.0889630003,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,7043.50693641944,7195.66983286458,7248.23455220381,7319.52375292931,7647.52950287542,7764.3140012969,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,6231.71322553846,6183.67682211986,6337.76995939727,6591.56644914052,6672.8105374028,6864.238392894,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,1421.53294242954,1596.44520955706,1662.28764084999,1726.0801560363,1875.84328741646,2089.40021206806,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,8430.90596506227,8448.50426083464,9422.27099435231,9618.35053127583,9680.11591367368,8983.63387597313,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Swaziland,SWZ,2956.69679468117,4093.38423704067,3988.66716715612,3648.07490006921,3477.14924558956,3154.7529806827,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,52076.4305245885,59593.6847982389,57134.0770682404,60283.24522267,58899.9797944845,50272.9415019928,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,74277.1205125567,88002.6095703805,83208.68654235,84669.2929367996,85610.8420285261,80214.7301520483,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,744.189892165383,841.219870374428,962.439124853526,1048.66690599689,1113.36635446715,925.91188767081,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,708.521932325363,740.383900829825,827.52888076909,909.330141239446,954.618987954616,864.857502346707,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,5111.90920222917,5539.49436810396,5915.22114668686,6225.05228315387,5969.94011583791,5816.44068998475,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TMP,875.836569271265,1015.71592799663,1127.10821457355,1117.73125130819,1131.23085071824,1134.42642789183,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,496.482494202806,572.025703222528,573.207476512184,589.014053731293,629.9976439467,547.974683363941,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,3557.73718366504,4226.69274653294,4364.30924422214,4117.31098292096,4114.05211511279,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,15840.4426914159,18287.3907851354,18322.323800986,20217.0322820943,21317.449265568,20444.0785895112,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,4176.59159013024,4291.87604315683,4179.46434367471,4248.89127558615,4328.90419734881,3872.51208364171,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkey,TUR,10111.5177049589,10538.4351203671,10539.3703371146,10800.3579763053,10303.8988002501,9130.02606479616,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,4479.01235418457,5724.53710231112,6797.72116602834,7480.32167773692,8193.72029690445,6947.84002260404,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,3238.37576273905,3993.50025430234,4044.19378022487,3880.19087861123,3826.90331140252,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,608.813023856722,591.438623816353,656.398072749334,674.341641819883,714.567356471156,675.573466220693,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,2973.99648071562,3569.75702740477,3855.4212801318,3986.28296611562,3065.16422265266,2114.95471628444,..
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,34341.9112921486,39901.2209155518,41712.1242109135,42831.0891322689,43962.7136932011,40438.3763627115,..
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,38292.8711313583,41020.3769643089,41294.5148008666,42294.8901157814,46278.5202128829,43734.0001709187,..
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,48374.0867933094,49781.8006563523,51433.0470904727,52660.2951049798,54398.4600093994,55836.7926308733,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,11938.2750549849,14166.5576669096,15092.4720586676,16881.38400062,16737.973101175,15573.9009189374,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,1377.08214046938,1544.82777273524,1719.03619624155,1877.9645118434,2052.58678135925,2132.07244181734,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,2965.75223011673,3275.02398203673,3158.4209735273,3167.05530330465,3147.96485986836,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,13581.3533771018,10754.5928790654,12771.5950361107,12265.03113567,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Vietnam,VNM,1333.58352635481,1542.67043610149,1754.5479738641,1907.56438167972,2052.31908380089,2111.13802366815,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,WBG,2338.71987682303,2663.53702496611,2787.16973802917,2992.20099455427,2960.77800405245,2866.80010121789,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,1310.05383929542,1282.39883187217,1289.03407763668,1408.14619260488,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,1456.12652618031,1635.54730435222,1724.74356387435,1839.52248112115,1725.97454864009,1307.78861109883,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,674.268695411166,768.556409302399,850.827696604891,905.500321786172,931.19818468692,890.416087751634,..
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,
Last Updated: 10/14/2016,,,,,,,,,,
